no_of_accidents,accident_severity,number_of_vehicles,number_of_casualties,first_road_class,first_road_number,road_type,speed_limit,junction_detail,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,year,hour,day_1,day_2,day_3,day_4,day_5,day_6,day_7,location,month
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,8.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,483.0,4.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,483.0,6.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2017.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,483.0,11.0
1.0,3.0,2.0,2.0,3.0,5127.0,6.0,30.0,3.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,483.0,7.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,483.0,8.0
1.0,3.0,2.0,1.0,3.0,453.0,6.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,3.0
1.0,3.0,2.0,2.0,3.0,453.0,6.0,60.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2017.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,484.0,6.0
1.0,3.0,3.0,2.0,3.0,453.0,6.0,30.0,3.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,2.0,2.0,2017.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,484.0,9.0
1.0,3.0,2.0,1.0,3.0,453.0,6.0,60.0,3.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,2.0,2018.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0
1.0,3.0,3.0,1.0,3.0,453.0,6.0,60.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2018.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,484.0,6.0
2.0,2.0,6.0,4.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,484.0,7.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,40.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2018.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,484.0,11.0
1.0,3.0,2.0,1.0,4.0,4151.0,6.0,30.0,8.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,484.0,4.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,7.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,0.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,4.0
1.0,3.0,2.0,1.0,3.0,454.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,1.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,486.0,11.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,487.0,6.0
2.0,3.0,4.0,5.0,4.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,488.0,9.0
1.0,2.0,3.0,2.0,4.0,4151.0,6.0,30.0,3.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,1.0,2.0,2018.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,488.0,1.0
1.0,3.0,1.0,1.0,4.0,4138.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,488.0,4.0
1.0,3.0,2.0,1.0,4.0,4144.0,6.0,30.0,6.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,488.0,8.0
1.0,3.0,2.0,2.0,4.0,4151.0,6.0,30.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,488.0,9.0
1.0,3.0,2.0,1.0,4.0,4138.0,6.0,30.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2018.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,488.0,10.0
1.0,3.0,2.0,2.0,4.0,4151.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,488.0,2.0
1.0,3.0,2.0,2.0,3.0,454.0,6.0,30.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,488.0,8.0
1.0,3.0,1.0,1.0,4.0,4138.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,488.0,5.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,489.0,9.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2018.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,489.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,489.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,489.0,6.0
1.0,3.0,4.0,3.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,489.0,11.0
1.0,2.0,1.0,2.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,490.0,0.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,490.0,4.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,490.0,3.0
1.0,2.0,2.0,1.0,3.0,5127.0,1.0,30.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,2018.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,490.0,7.0
1.0,2.0,1.0,1.0,4.0,4151.0,6.0,30.0,8.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,490.0,8.0
1.0,3.0,2.0,1.0,4.0,4151.0,6.0,30.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,490.0,9.0
1.0,3.0,1.0,1.0,4.0,4151.0,6.0,30.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2018.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,490.0,10.0
1.0,3.0,2.0,1.0,4.0,4151.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,490.0,7.0
2.0,3.0,4.0,2.0,3.0,453.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,491.0,0.0
2.0,3.0,5.0,2.0,3.0,5127.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,491.0,1.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.0,3.0
1.0,3.0,2.0,1.0,3.0,5127.0,7.0,40.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,491.0,4.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,491.0,6.0
2.0,3.0,3.0,2.0,3.0,452.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,491.0,9.0
2.0,3.0,4.0,2.0,3.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,491.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,491.0,11.0
1.0,3.0,4.0,2.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2018.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.0,4.0
1.0,3.0,2.0,1.0,3.0,4040.0,6.0,30.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.0,5.0
1.0,3.0,2.0,2.0,3.0,5127.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,491.0,8.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,491.0,9.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2018.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,491.0,10.0
2.0,3.0,4.0,2.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,491.0,0.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,6.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.0,6.0
1.0,3.0,3.0,4.0,3.0,5127.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,491.0,8.0
1.0,2.0,1.0,1.0,3.0,452.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,491.0,1.0
1.0,3.0,2.0,4.0,3.0,452.0,3.0,40.0,6.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,7.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,6.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2020.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,491.0,11.0
1.0,3.0,2.0,3.0,3.0,5127.0,6.0,30.0,9.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,5.0
1.0,3.0,2.0,2.0,3.0,5127.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,11.0
1.0,3.0,3.0,1.0,3.0,5127.0,1.0,30.0,1.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,1.0,2.0,2018.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,1.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,6.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,8.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,2018.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,10.0
1.0,2.0,2.0,1.0,3.0,5127.0,6.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,5.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,0.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,1.0,2.0,2019.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,10.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,8.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,11.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,2020.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0
1.0,2.0,2.0,1.0,3.0,5127.0,1.0,30.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,4.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,6.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,8.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2020.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,492.0,8.0
1.0,3.0,2.0,1.0,4.0,4151.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,493.0,11.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,493.0,5.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,40.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,493.0,6.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,40.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,493.0,11.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,40.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,1.0,2.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,6.0
2.0,3.0,3.0,3.0,4.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,493.0,8.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,40.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,493.0,1.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0
1.0,2.0,1.0,1.0,3.0,5127.0,6.0,30.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,6.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,494.0,8.0
2.0,3.0,5.0,3.0,3.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,494.0,9.0
1.0,3.0,1.0,1.0,3.0,454.0,1.0,30.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,2.0,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,494.0,3.0
1.0,3.0,2.0,1.0,3.0,454.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,494.0,6.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,495.0,11.0
1.0,2.0,2.0,3.0,3.0,453.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,495.0,1.0
1.0,3.0,2.0,1.0,4.0,4151.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,496.0,0.0
1.0,2.0,2.0,1.0,4.0,4151.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,496.0,3.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,497.0,2.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,497.0,5.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,498.0,3.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,498.0,11.0
1.0,2.0,1.0,1.0,4.0,4148.0,6.0,30.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,498.0,0.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,498.0,2.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,2020.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,498.0,4.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,498.0,8.0
1.0,2.0,2.0,2.0,3.0,5127.0,6.0,30.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,2017.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,499.0,4.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,499.0,0.0
1.0,3.0,1.0,1.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2019.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,499.0,1.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,40.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,2.0,2.0,2019.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,500.0,0.0
1.0,3.0,2.0,1.0,6.0,0.0,1.0,30.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,2019.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,500.0,5.0
1.0,3.0,2.0,1.0,4.0,4148.0,6.0,30.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,501.0,1.0
1.0,3.0,2.0,1.0,4.0,4148.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,501.0,0.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2020.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,501.0,6.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502.0,6.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502.0,8.0
1.0,3.0,2.0,1.0,4.0,4148.0,6.0,30.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502.0,1.0
2.0,2.0,3.0,3.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,502.0,6.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,502.0,9.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,503.0,3.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,1.0,2.0,2017.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,503.0,4.0
1.0,3.0,3.0,2.0,4.0,4148.0,6.0,30.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2017.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,503.0,5.0
1.0,2.0,1.0,1.0,4.0,4148.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503.0,6.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503.0,10.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,503.0,11.0
